model,dataset,input_source,precision,params,params_mil,b_mean_ms,b_std_ms,b_min_ms,b_max_ms,b_ci_lower_ms,b_ci_upper_ms,o_mean_ms,o_std_ms,o_min_ms,o_max_ms,o_p95_ms,o_ci_lower_ms,o_ci_upper_ms,speedup,speedup_std,ai,flops,bytes_io,throughput_gflops,iterations,warmup_iterations,repeats,device,b_fallback_to_cpu,o_fallback_to_cpu,b_providers,o_providers,timestamp
GAT_fp32,ogbn-arxiv,ogbn-arxiv,fp32,93430,0.09343,3.9385,0.0589,3.8824,3.9999,3.7921,4.0849,3.8518,0.0397,3.8269,3.8976,4.9532,3.7531,3.9505,1.0225,0.0161,315.6025,2107285277,6677024,547.0963,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T14:48:47.934267
GATv2_fp32,ogbn-arxiv,ogbn-arxiv,fp32,185661,0.185661,4.9043,0.1464,4.7355,4.9959,4.5406,5.268,4.728,0.0379,4.6863,4.7603,6.1669,4.6339,4.8222,1.0373,0.0189,430.0944,4214213168,9798344,891.3227,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T14:48:58.162872
GCN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,93273,0.093273,2.8696,0.1637,2.7473,3.0556,2.463,3.2762,2.7206,0.0996,2.6616,2.8356,3.9237,2.4733,2.968,1.0548,0.0732,408.0969,2107133176,5163316,774.4967,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T14:52:49.289816
GCN_int8,ogbn-arxiv,ogbn-arxiv,int8,93435,0.093435,3.0704,0.1238,2.9615,3.2051,2.7629,3.378,3.2282,0.2248,3.0136,3.462,4.4948,2.6697,3.7866,0.9511,0.0234,154.3384,2108833162,13663701,653.2617,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T14:52:58.868280
GCN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,93273,0.093273,2.4761,0.0517,2.4303,2.5322,2.3478,2.6045,2.5315,0.0576,2.4885,2.5969,3.4769,2.3884,2.6746,0.9781,0.0244,408.0969,2107133176,5163316,832.3716,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T14:55:45.103195
GCN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,93273,0.093273,2.7529,0.0939,2.6445,2.8116,2.5195,2.9862,2.6329,0.0889,2.5559,2.7303,3.4465,2.4119,2.8539,1.0456,0.0192,408.0969,2107133176,5163316,800.3077,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T14:56:26.846113
GCN_int8,ogbn-arxiv,ogbn-arxiv,int8,93435,0.093435,3.0305,0.1809,2.8843,3.2328,2.5812,3.4798,3.1725,0.3063,2.9736,3.5253,4.0951,2.4115,3.9335,0.9553,0.0995,154.3384,2108833162,13663701,664.7281,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T14:56:36.228933
GIN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,100565,0.100565,15.8283,0.0656,15.7531,15.874,15.6652,15.9914,15.7525,0.1211,15.6644,15.8906,17.3955,15.4517,16.0534,1.0048,0.0053,13.1693,2129264640,161683568,135.1698,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T14:59:14.646688
GIN_int8,ogbn-arxiv,ogbn-arxiv,int8,100979,0.100979,16.1979,0.5273,15.8777,16.8065,14.888,17.5078,15.6688,0.1764,15.5436,15.8705,17.2612,15.2306,16.107,1.0338,0.0179,11.4838,2134094848,185835683,136.2002,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T14:59:32.418952
GIN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,100565,0.100565,7.0049,0.1049,6.8844,7.0753,6.7444,7.2653,7.1173,0.184,6.9344,7.3024,8.3464,6.6602,7.5744,0.9842,0.0252,13.1693,2129264640,161683568,299.1679,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:10:07.455099
GIN_int8,ogbn-arxiv,ogbn-arxiv,int8,100979,0.100979,6.9562,0.0333,6.9192,6.9837,6.8736,7.0388,7.0122,0.119,6.9395,7.1495,7.9925,6.7166,7.3078,0.992,0.0111,11.4838,2134094848,185835683,304.3398,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:10:27.665236
GIN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,100565,0.100565,15.7862,0.133,15.6618,15.9263,15.4559,16.1165,15.7271,0.0385,15.6891,15.7661,17.7013,15.6315,15.8228,1.0038,0.0064,13.1693,2129264640,161683568,135.3879,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:16:51.449418
GIN_int8,ogbn-arxiv,ogbn-arxiv,int8,100979,0.100979,15.8676,0.1604,15.689,15.9995,15.4691,16.2662,15.4983,0.1407,15.3924,15.6579,17.0944,15.1489,15.8478,1.0238,0.0048,11.4838,2134094848,185835683,137.6982,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:17:08.982655
GraphSAGE_fp32,ogbn-arxiv,ogbn-arxiv,fp32,191574,0.191574,16.4823,1.3338,15.6933,18.0223,13.1688,19.7958,15.8723,0.0251,15.8442,15.8923,17.6711,15.8101,15.9346,1.0384,0.0677,26.151,4227817472,161669304,266.3638,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:27:38.964220
GraphSAGE_int8,ogbn-arxiv,ogbn-arxiv,int8,191878,0.191878,16.112,0.5582,15.6214,16.7193,14.7254,17.4985,15.6805,0.2357,15.4092,15.8346,17.3322,15.0951,16.266,1.0275,0.0412,23.6833,4231215104,178658274,269.8385,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:27:56.967056
GraphSAGE_fp32,ogbn-arxiv,ogbn-arxiv,fp32,191574,0.191574,9.4253,0.1524,9.3342,9.6012,9.0468,9.8038,9.4061,0.0285,9.3732,9.4227,10.2902,9.3353,9.4769,1.002,0.0157,26.151,4227817472,161669304,449.4764,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:38:46.868699
GraphSAGE_int8,ogbn-arxiv,ogbn-arxiv,int8,191878,0.191878,7.245,0.0734,7.1643,7.3078,7.0626,7.4273,7.3279,0.0409,7.2872,7.3691,8.1268,7.2262,7.4295,0.9887,0.008,23.6833,4231215104,178658274,577.4148,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:39:07.918532
GraphSAGE_fp32,ogbn-arxiv,ogbn-arxiv,fp32,191574,0.191574,15.741,0.0092,15.7355,15.7516,15.7182,15.7638,15.764,0.0141,15.7539,15.7801,17.3088,15.7289,15.799,0.9985,0.0003,26.151,4227817472,161669304,268.1952,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:46:26.154124
GraphSAGE_int8,ogbn-arxiv,ogbn-arxiv,int8,191878,0.191878,15.8765,0.4395,15.5187,16.3671,14.7847,16.9683,15.6954,0.0666,15.6222,15.7524,17.4514,15.5299,15.8609,1.0115,0.0198,23.6833,4231215104,178658274,269.583,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:46:43.954228
GraphTransformer_fp32,ogbn-arxiv,ogbn-arxiv,fp32,184512,0.184512,3.8343,0.1048,3.7173,3.9194,3.5741,4.0946,3.8964,0.1752,3.7549,4.0924,5.4767,3.4612,4.3316,0.9841,0.0424,353.0478,8416365568,23839168,2160.0201,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:57:11.270976
GraphTransformer_fp32,ogbn-arxiv,ogbn-arxiv,fp32,184512,0.184512,1.7352,0.0817,1.6488,1.8112,1.5323,1.9382,1.654,0.0436,1.619,1.7027,2.3028,1.5458,1.7622,1.0491,0.039,353.0478,8416365568,23839168,5088.5852,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:59:30.708908
GraphTransformer_fp32,ogbn-arxiv,ogbn-arxiv,fp32,184512,0.184512,3.8041,0.0198,3.7835,3.8231,3.7549,3.8534,3.8017,0.1172,3.7219,3.9362,5.3233,3.5107,4.0927,1.0006,0.0253,353.0478,8416365568,23839168,2213.851,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:01:37.893403
MPNN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,188047,0.188047,5.3432,0.9137,4.5066,6.3181,3.0735,7.6129,5.5681,0.638,4.9901,6.2527,10.6737,3.9833,7.153,0.9596,0.2062,107.8766,8424144896,78090600,1512.924,100,5,3,GPU,True,True,CPUExecutionProvider,CPUExecutionProvider,2026-05-23T16:03:54.860065
MPNN_int8,ogbn-arxiv,ogbn-arxiv,int8,188197,0.188197,8.0056,1.3392,6.4913,9.0338,4.6789,11.3323,7.8006,1.1098,6.5629,8.707,11.9639,5.0438,10.5575,1.0263,0.0609,89.6362,8427330112,94017075,1080.3386,100,5,3,GPU,True,True,CPUExecutionProvider,CPUExecutionProvider,2026-05-23T16:04:08.205229
MPNN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,188047,0.188047,5.8822,1.2723,4.4452,6.8655,2.7215,9.0428,4.9088,0.1428,4.7598,5.0445,7.471,4.554,5.2635,1.1983,0.2366,107.8766,8424144896,78090600,1716.138,100,5,3,CPU,True,True,CPUExecutionProvider,CPUExecutionProvider,2026-05-23T16:09:52.820261
MPNN_int8,ogbn-arxiv,ogbn-arxiv,int8,188197,0.188197,7.8235,0.7857,6.9216,8.3593,5.8717,9.7754,7.3368,0.5619,6.6883,7.6789,9.4382,5.941,8.7327,1.0663,0.1423,89.6362,8427330112,94017075,1148.6331,100,5,3,CPU,True,True,CPUExecutionProvider,CPUExecutionProvider,2026-05-23T16:10:05.888587
SGC_fp32,ogbn-arxiv,ogbn-arxiv,fp32,11077,0.011077,25.4101,0.3136,25.0729,25.6928,24.6312,26.189,25.6621,0.7038,25.2322,26.4743,28.318,23.9136,27.4105,0.9902,0.0223,87.4928,2105005086,24059172,82.0279,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:15:54.651928
SGC_int8,ogbn-arxiv,ogbn-arxiv,int8,11105,0.011105,52.3207,0.4491,51.898,52.7921,51.2052,53.4362,51.812,0.3962,51.3563,52.075,57.2145,50.8278,52.7962,1.0098,0.0086,66.9039,2106490293,31485312,40.6564,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:16:35.454858
SGC_fp32,ogbn-arxiv,ogbn-arxiv,fp32,11077,0.011077,44.6559,0.1208,44.5176,44.7402,44.3559,44.9559,44.62,0.0302,44.5904,44.6508,46.0124,44.5449,44.6951,1.0008,0.0022,87.4928,2105005086,24059172,47.1763,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:45:06.209920
SGC_int8,ogbn-arxiv,ogbn-arxiv,int8,11105,0.011105,44.9108,0.0791,44.8261,44.9829,44.7143,45.1074,44.9276,0.0524,44.8709,44.9744,46.3179,44.7974,45.0579,0.9996,0.0024,66.9039,2106490293,31485312,46.8863,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:45:56.961848
SGC_fp32,ogbn-arxiv,ogbn-arxiv,fp32,11077,0.011077,24.9051,0.0662,24.8292,24.9503,24.7408,25.0695,25.0439,0.1782,24.9153,25.2473,27.4576,24.6011,25.4866,0.9945,0.0049,87.4928,2105005086,24059172,84.0527,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T17:21:19.309353
SGC_int8,ogbn-arxiv,ogbn-arxiv,int8,11105,0.011105,50.3959,0.5912,49.8182,50.9998,48.9272,51.8646,50.6238,1.0405,49.7443,51.7724,56.6634,48.0391,53.2084,0.9955,0.0238,66.9039,2106490293,31485312,41.6107,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T17:21:58.913823
