model,dataset,input_source,precision,params,params_mil,b_mean_ms,b_std_ms,b_min_ms,b_max_ms,b_ci_lower_ms,b_ci_upper_ms,o_mean_ms,o_std_ms,o_min_ms,o_max_ms,o_p95_ms,o_ci_lower_ms,o_ci_upper_ms,speedup,speedup_std,ai,flops,bytes_io,throughput_gflops,iterations,warmup_iterations,repeats,device,b_fallback_to_cpu,o_fallback_to_cpu,b_providers,o_providers,timestamp
GATv2_fp32,ogbn-arxiv,ogbn-arxiv,fp32,188733,0.188733,8.1924,0.0087,8.184,8.2013,8.1709,8.2139,8.205,0.1357,8.0616,8.3314,10.2261,7.868,8.5419,0.9985,0.0139,446.6775,8428425784,18869152,1027.2367,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T14:49:22.436297
GCN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,96345,0.096345,4.8033,0.1501,4.6576,4.9575,4.4304,5.1762,4.7791,0.0087,4.769,4.7843,6.7241,4.7574,4.8008,1.0051,0.0244,420.9954,4214270215,10010252,881.8179,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T14:53:09.307547
GCN_int8,ogbn-arxiv,ogbn-arxiv,int8,96515,0.096515,4.7662,0.0945,4.6744,4.8631,4.5315,5.0009,4.9805,0.295,4.7663,5.317,6.8487,4.2478,5.7133,0.957,0.0457,158.7373,4217581981,26569577,846.8111,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T14:53:19.666211
GCN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,96345,0.096345,4.7772,0.0358,4.7366,4.8043,4.6883,4.8662,4.8254,0.0854,4.7755,4.924,6.3718,4.6132,5.0376,0.99,0.0113,420.9954,4214270215,10010252,873.353,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T14:56:46.518327
GCN_int8,ogbn-arxiv,ogbn-arxiv,int8,96515,0.096515,4.8461,0.1303,4.7438,4.9928,4.5223,5.1699,4.7359,0.1443,4.6284,4.8999,5.8645,4.3774,5.0944,1.0233,0.0031,158.7373,4217581981,26569577,890.5614,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T14:56:56.811486
GIN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,100565,0.100565,27.9065,0.1555,27.7277,28.0098,27.5202,28.2928,27.8448,0.1641,27.6628,27.9812,30.0246,27.4373,28.2524,1.0022,0.0077,13.1857,4258529280,322965616,152.9378,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T14:59:57.913322
GIN_int8,ogbn-arxiv,ogbn-arxiv,int8,100979,0.100979,28.6024,0.8188,28.0439,29.5424,26.5683,30.6365,27.83,0.1115,27.7502,27.9574,30.2753,27.5531,28.1069,1.0278,0.026,11.5115,4268089344,370767011,153.3629,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:00:23.795999
GIN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,100565,0.100565,12.5584,0.086,12.4645,12.6335,12.3447,12.7721,12.5245,0.0064,12.52,12.5319,13.4337,12.5086,12.5405,1.0027,0.0053,13.1857,4258529280,322965616,340.015,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:10:47.520434
GIN_int8,ogbn-arxiv,ogbn-arxiv,int8,100979,0.100979,13.737,0.0952,13.6615,13.844,13.5005,13.9735,13.6513,0.1959,13.4297,13.8013,14.7938,13.1646,14.138,1.0063,0.0105,11.5115,4268089344,370767011,312.6502,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:11:12.048529
GIN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,100565,0.100565,27.7698,0.0749,27.684,27.8221,27.5837,27.9559,27.9107,0.2446,27.7286,28.1887,30.5345,27.3032,28.5182,0.995,0.0062,13.1857,4258529280,322965616,152.5768,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:17:34.249275
GIN_int8,ogbn-arxiv,ogbn-arxiv,int8,100979,0.100979,29.0338,1.8217,27.7729,31.1223,24.5085,33.559,30.7088,2.5914,27.9772,33.1325,38.0833,24.2715,37.1461,0.9455,0.0345,11.5115,4268089344,370767011,138.986,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:18:00.666582
GraphSAGE_fp32,ogbn-arxiv,ogbn-arxiv,fp32,198742,0.198742,28.4833,0.2486,28.2496,28.7444,27.8658,29.1007,28.4303,0.2881,28.219,28.7585,31.4763,27.7145,29.1461,1.0019,0.0047,26.2108,8455634944,322601144,297.4164,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:28:22.950930
GraphSAGE_int8,ogbn-arxiv,ogbn-arxiv,int8,199046,0.199046,28.445,0.122,28.3164,28.5591,28.1419,28.748,28.5318,0.2673,28.31,28.8286,31.0436,27.8679,29.1958,0.997,0.0111,23.7933,8462245888,355656674,296.5898,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:28:48.886843
GraphSAGE_fp32,ogbn-arxiv,ogbn-arxiv,fp32,198742,0.198742,18.028,0.1446,17.933,18.1945,17.6688,18.3873,17.9717,0.1412,17.8331,18.1154,19.5236,17.6209,18.3225,1.0031,0.0097,26.2108,8455634944,322601144,470.4977,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:39:31.452019
GraphSAGE_int8,ogbn-arxiv,ogbn-arxiv,int8,199046,0.199046,14.1858,0.0672,14.1176,14.2519,14.0189,14.3527,14.0492,0.2575,13.7521,14.2094,14.9553,13.4095,14.6889,1.0097,0.0188,23.7933,8462245888,355656674,602.3302,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:39:58.251961
GraphSAGE_fp32,ogbn-arxiv,ogbn-arxiv,fp32,198742,0.198742,28.4304,0.0809,28.3376,28.4861,28.2294,28.6313,28.4162,0.1538,28.2469,28.5471,31.3051,28.0342,28.7983,1.0005,0.0065,26.2108,8455634944,322601144,297.5634,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:47:09.952793
GraphSAGE_int8,ogbn-arxiv,ogbn-arxiv,int8,199046,0.199046,28.098,0.1657,27.9079,28.2116,27.6864,28.5096,28.1937,0.1609,28.0842,28.3784,30.9947,27.794,28.5933,0.9966,0.0094,23.7933,8462245888,355656674,300.1469,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:47:35.619039
GraphTransformer_fp32,ogbn-arxiv,ogbn-arxiv,fp32,184512,0.184512,6.2269,0.1264,6.1161,6.3645,5.913,6.5408,6.2442,0.0737,6.1666,6.3133,8.6492,6.061,6.4274,0.9972,0.0135,358.5964,16832731136,46940608,2695.7399,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:57:22.687667
GraphTransformer_fp32,ogbn-arxiv,ogbn-arxiv,fp32,184512,0.184512,2.322,0.0557,2.269,2.3801,2.1836,2.4605,2.335,0.0474,2.2816,2.3723,3.171,2.2172,2.4527,0.9945,0.036,358.5964,16832731136,46940608,7208.9824,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:59:44.761685
GraphTransformer_fp32,ogbn-arxiv,ogbn-arxiv,fp32,184512,0.184512,6.2916,0.1212,6.1547,6.385,5.9906,6.5926,6.2894,0.0513,6.2503,6.3474,8.4688,6.162,6.4167,1.0004,0.0223,358.5964,16832731136,46940608,2676.3662,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:01:49.208622
MPNN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,192143,0.192143,11.5432,0.2183,11.2972,11.7137,11.001,12.0855,8.9805,0.9818,8.1094,10.0444,16.1882,6.5416,11.4195,1.2854,0.0948,108.387,16848289792,155445608,1876.0895,100,5,3,GPU,True,True,CPUExecutionProvider,CPUExecutionProvider,2026-05-23T16:04:23.255899
MPNN_int8,ogbn-arxiv,ogbn-arxiv,int8,192293,0.192293,14.8853,2.006,12.5705,16.1154,9.902,19.8686,14.0367,1.2752,12.5712,14.8936,22.0219,10.8688,17.2046,1.0605,0.1684,90.4313,16854476352,186378803,1200.7433,100,5,3,GPU,True,True,CPUExecutionProvider,CPUExecutionProvider,2026-05-23T16:04:41.122275
MPNN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,192143,0.192143,9.8305,1.6249,8.0623,11.258,5.7941,13.867,9.1347,0.7914,8.5113,10.025,15.2946,7.1688,11.1005,1.0762,0.089,108.387,16848289792,155445608,1844.4343,100,5,3,CPU,True,True,CPUExecutionProvider,CPUExecutionProvider,2026-05-23T16:10:20.608902
MPNN_int8,ogbn-arxiv,ogbn-arxiv,int8,192293,0.192293,14.3537,0.928,13.2825,14.9144,12.0484,16.6591,13.6185,1.7853,11.6461,15.1238,20.1688,9.1836,18.0535,1.054,0.1628,90.4313,16854476352,186378803,1237.6152,100,5,3,CPU,True,True,CPUExecutionProvider,CPUExecutionProvider,2026-05-23T16:10:38.166649
SGC_fp32,ogbn-arxiv,ogbn-arxiv,fp32,12101,0.012101,51.1601,1.0622,49.9336,51.7792,48.5215,53.7988,50.4353,1.5727,48.8922,52.0359,56.6692,46.5286,54.342,1.0144,0.0143,87.7135,4210002974,47997220,83.4733,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:17:15.501658
SGC_int8,ogbn-arxiv,ogbn-arxiv,int8,12129,0.012129,111.4397,0.0838,111.345,111.5045,111.2315,111.6479,111.2034,0.3893,110.8292,111.6061,120.0493,110.2364,112.1704,1.0021,0.0025,67.1168,4212957621,62770560,37.8852,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:18:33.873183
SGC_fp32,ogbn-arxiv,ogbn-arxiv,fp32,12101,0.012101,158.401,0.0592,158.3482,158.4651,158.2539,158.5482,158.3004,0.2788,157.9886,158.5259,159.8549,157.6077,158.993,1.0006,0.0017,87.7135,4210002974,47997220,26.595,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:47:49.544074
SGC_int8,ogbn-arxiv,ogbn-arxiv,int8,12129,0.012129,158.0939,0.2854,157.875,158.4167,157.3848,158.803,157.9832,0.3056,157.7388,158.3259,159.8266,157.2239,158.7424,1.0007,0.0007,67.1168,4212957621,62770560,26.6671,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:49:55.315863
SGC_fp32,ogbn-arxiv,ogbn-arxiv,fp32,12101,0.012101,50.0828,0.7855,49.5758,50.9876,48.1315,52.0341,49.7342,1.8328,47.6229,50.9161,54.5082,45.1813,54.287,1.007,0.0284,87.7135,4210002974,47997220,84.6501,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T17:22:38.069949
SGC_int8,ogbn-arxiv,ogbn-arxiv,int8,12129,0.012129,110.2725,0.6326,109.6308,110.8955,108.7011,111.844,110.0354,0.6149,109.3455,110.5255,121.4026,108.508,111.5628,1.0022,0.0073,67.1168,4212957621,62770560,38.2873,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T17:23:55.231432
