model,dataset,input_source,precision,params,params_mil,b_mean_ms,b_std_ms,b_min_ms,b_max_ms,b_ci_lower_ms,b_ci_upper_ms,o_mean_ms,o_std_ms,o_min_ms,o_max_ms,o_p95_ms,o_ci_lower_ms,o_ci_upper_ms,speedup,speedup_std,ai,flops,bytes_io,throughput_gflops,iterations,warmup_iterations,repeats,device,b_fallback_to_cpu,o_fallback_to_cpu,b_providers,o_providers,timestamp
GAT_fp32,ogbn-arxiv,ogbn-arxiv,fp32,125174,0.125174,32.9581,0.1177,32.8302,33.0618,32.6658,33.2503,33.028,0.2671,32.7961,33.3201,35.2325,32.3645,33.6916,0.9979,0.0076,332.627,33716560165,101364472,1020.8464,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T14:51:03.675079
GATv2_fp32,ogbn-arxiv,ogbn-arxiv,fp32,217405,0.217405,43.3282,0.9473,42.2744,44.1091,40.9749,45.6814,43.2023,1.1463,42.2234,44.4634,48.6431,40.3546,46.05,1.0029,0.0375,462.6467,67427402296,145742752,1560.7357,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T14:51:38.520600
GCN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,125017,0.125017,24.5684,0.1466,24.4007,24.6725,24.2041,24.9326,25.1337,1.1786,24.4054,26.4934,28.511,22.2059,28.0614,0.9775,0.0353,435.1592,33714159879,77475468,1341.3945,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T14:54:42.925934
GCN_int8,ogbn-arxiv,ogbn-arxiv,int8,125187,0.125187,23.4878,0.7559,23.0357,24.3604,21.6102,25.3655,22.8269,0.1487,22.6575,22.9361,24.9376,22.4575,23.1962,1.029,0.0255,163.2193,33740007837,206715753,1478.0835,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T14:55:05.419072
GCN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,125017,0.125017,24.5354,0.0904,24.4755,24.6394,24.3108,24.7601,24.5337,0.089,24.4356,24.6095,26.8645,24.3125,24.7548,1.0001,0.0039,435.1592,33714159879,77475468,1374.1988,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T14:58:18.727841
GCN_int8,ogbn-arxiv,ogbn-arxiv,int8,125187,0.125187,23.0331,0.3314,22.8248,23.4153,22.2098,23.8564,22.9072,0.1738,22.7802,23.1052,25.0768,22.4755,23.3388,1.0055,0.0154,163.2193,33740007837,206715753,1472.9028,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T14:58:41.012159
GIN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,100565,0.100565,223.7174,0.7928,223.1511,224.6235,221.7479,225.6869,221.583,0.6463,220.8478,222.0614,250.657,219.9776,223.1883,1.0096,0.0028,13.2001,34068234240,2580914288,153.7493,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:06:57.081121
GIN_int8,ogbn-arxiv,ogbn-arxiv,int8,100979,0.100979,217.5615,0.2156,217.3495,217.7806,217.0258,218.0971,219.252,1.7211,217.5621,221.0027,246.8845,214.9765,223.5276,0.9923,0.0068,11.5359,34144012288,2959805603,155.7295,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:09:23.044077
GIN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,100565,0.100565,99.3755,0.3649,98.9842,99.7066,98.469,100.2821,99.2772,0.312,98.9254,99.5203,101.2898,98.5021,100.0524,1.001,0.0054,13.2001,34068234240,2580914288,343.1626,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:15:00.135687
GIN_int8,ogbn-arxiv,ogbn-arxiv,int8,100979,0.100979,95.2675,0.1314,95.1222,95.3781,94.9411,95.5939,95.4255,0.1954,95.3032,95.6508,97.3935,94.9402,95.9108,0.9983,0.0028,11.5359,34144012288,2959805603,357.8082,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:16:18.382470
GIN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,100565,0.100565,223.7321,1.147,222.4281,224.5848,220.8828,226.5815,225.7079,1.1711,224.6663,226.9755,255.7635,222.7987,228.6171,0.9912,0.008,13.2001,34068234240,2580914288,150.9395,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:24:37.782157
GIN_int8,ogbn-arxiv,ogbn-arxiv,int8,100979,0.100979,220.7587,2.0239,218.453,222.2414,215.7311,225.7863,221.6846,1.9514,220.5081,223.9372,248.8275,216.8371,226.5322,0.9958,0.0064,11.5359,34144012288,2959805603,154.0207,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:27:05.239450
GraphSAGE_fp32,ogbn-arxiv,ogbn-arxiv,fp32,299094,0.299094,228.7775,0.2606,228.4771,228.9435,228.1301,229.4249,227.9368,0.2093,227.7083,228.1193,253.8316,227.4168,228.4569,1.0037,0.0003,26.2633,67645079552,2575646904,296.7712,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:35:31.299284
GraphSAGE_int8,ogbn-arxiv,ogbn-arxiv,int8,299398,0.299398,225.6064,5.2235,222.1293,231.6131,212.6305,238.5822,221.5565,2.4982,218.8434,223.7619,254.0861,215.3505,227.7624,1.0183,0.0286,23.8904,67696676864,2833634274,305.5504,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:38:00.690292
GraphSAGE_fp32,ogbn-arxiv,ogbn-arxiv,fp32,299094,0.299094,135.727,0.1086,135.6157,135.8327,135.4572,135.9968,135.9473,0.2858,135.7477,136.2747,137.8678,135.2374,136.6573,0.9984,0.0019,26.2633,67645079552,2575646904,497.583,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:44:29.936949
GraphSAGE_int8,ogbn-arxiv,ogbn-arxiv,int8,299398,0.299398,95.6934,0.206,95.5691,95.9312,95.1816,96.2052,95.7867,0.3121,95.428,95.9953,97.6265,95.0115,96.5619,0.999,0.0025,23.8904,67696676864,2833634274,706.7441,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:45:52.453074
GraphSAGE_fp32,ogbn-arxiv,ogbn-arxiv,fp32,299094,0.299094,229.4899,0.8239,228.5851,230.1968,227.4432,231.5366,228.7753,0.956,227.938,229.8169,256.9718,226.4005,231.1501,1.0031,0.0033,26.2633,67645079552,2575646904,295.6835,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:54:16.769339
GraphSAGE_int8,ogbn-arxiv,ogbn-arxiv,int8,299398,0.299398,223.403,0.1207,223.294,223.5327,223.1033,223.7028,223.4489,0.4613,223.1493,223.9801,255.3853,222.3031,224.5948,0.9998,0.0013,23.8904,67696676864,2833634274,302.9626,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:56:45.787468
GraphTransformer_fp32,ogbn-arxiv,ogbn-arxiv,fp32,184512,0.184512,31.0938,1.1446,29.9367,32.2254,28.2505,33.9371,30.4303,0.277,30.1362,30.6864,34.7758,29.7421,31.1184,1.0218,0.0344,363.5964,134661849088,370360768,4425.2571,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:58:24.154238
GraphTransformer_int8,ogbn-arxiv,ogbn-arxiv,int8,184866,0.184866,27.5023,0.3175,27.2283,27.8502,26.7136,28.2909,27.1821,0.2177,27.0267,27.431,29.1035,26.6413,27.723,1.0118,0.0047,243.8743,134698242048,552326558,4955.3932,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:58:49.454347
GraphTransformer_fp32,ogbn-arxiv,ogbn-arxiv,fp32,184512,0.184512,13.343,0.104,13.2367,13.4446,13.0846,13.6013,13.3155,0.0804,13.2248,13.3781,14.924,13.1157,13.5152,1.0021,0.0041,363.5964,134661849088,370360768,10113.1926,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:00:39.354591
GraphTransformer_int8,ogbn-arxiv,ogbn-arxiv,int8,184866,0.184866,12.2741,0.0983,12.2122,12.3875,12.0299,12.5184,12.8219,0.7228,12.3153,13.6496,14.6453,11.0263,14.6174,0.9573,0.0369,243.8743,134698242048,552326558,10505.3669,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:01:12.521509
GraphTransformer_fp32,ogbn-arxiv,ogbn-arxiv,fp32,184512,0.184512,31.0264,0.3137,30.6654,31.2334,30.247,31.8057,31.1735,0.78,30.4401,31.9929,34.7183,29.236,33.111,0.9953,0.0149,363.5964,134661849088,370360768,4319.7573,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:02:50.032458
GraphTransformer_int8,ogbn-arxiv,ogbn-arxiv,int8,184866,0.184866,27.4301,0.4689,26.9979,27.9287,26.2653,28.595,27.5642,0.4365,27.0851,27.9394,30.1597,26.4797,28.6486,0.9951,0.0253,243.8743,134698242048,552326558,4886.7165,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:03:15.110665
MPNN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,249487,0.249487,90.691,3.8992,87.1988,94.8983,81.0048,100.3772,80.4054,5.7554,73.7596,83.7409,116.6309,66.1081,94.7026,1.1279,0.0439,108.7974,134786375680,1238874480,1676.3359,100,5,3,GPU,True,True,CPUExecutionProvider,CPUExecutionProvider,2026-05-23T16:08:01.864551
MPNN_int8,ogbn-arxiv,ogbn-arxiv,int8,249637,0.249637,124.004,12.6585,109.3899,131.556,92.5584,155.4495,112.0223,11.9703,98.2671,120.0759,154.1477,82.2865,141.7581,1.107,0.0083,91.1105,134834581056,1479901755,1203.6404,100,5,3,GPU,True,True,CPUExecutionProvider,CPUExecutionProvider,2026-05-23T16:09:25.822390
MPNN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,249487,0.249487,79.9504,15.6907,70.2768,98.0543,40.9725,118.9284,80.4685,2.9067,77.6144,83.4251,113.8579,73.2478,87.6892,0.9936,0.1626,108.7974,134786375680,1238874480,1675.0207,100,5,3,CPU,True,True,CPUExecutionProvider,CPUExecutionProvider,2026-05-23T16:13:49.074916
MPNN_int8,ogbn-arxiv,ogbn-arxiv,int8,249637,0.249637,132.637,2.2539,130.2548,134.7358,127.038,138.236,111.7101,11.1386,98.995,119.7448,153.7972,84.0403,139.3798,1.1873,0.1162,91.1105,134834581056,1479901755,1207.0049,100,5,3,CPU,True,True,CPUExecutionProvider,CPUExecutionProvider,2026-05-23T16:15:14.893809
SGC_fp32,ogbn-arxiv,ogbn-arxiv,fp32,26437,0.026437,411.1149,3.1014,407.8773,414.0594,403.4105,418.8193,412.1033,7.0481,407.3733,420.2038,442.6401,394.5949,429.6117,0.9976,0.009,87.9075,33679973406,383129892,81.727,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:34:06.246057
SGC_int8,ogbn-arxiv,ogbn-arxiv,int8,26465,0.026465,917.4086,0.8266,916.5111,918.1386,915.3553,919.4619,923.0993,5.9762,918.5253,929.8612,966.8561,908.2535,937.9451,0.9938,0.0059,67.3042,33703500213,500764032,36.5112,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:43:57.627318
SGC_fp32,ogbn-arxiv,ogbn-arxiv,fp32,26437,0.026437,769.9564,0.8035,769.3963,770.877,767.9605,771.9523,770.1014,0.9005,769.5625,771.1409,775.0187,767.8644,772.3383,0.9998,0.0001,87.9075,33679973406,383129892,43.7345,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T17:12:10.113305
SGC_int8,ogbn-arxiv,ogbn-arxiv,int8,26465,0.026465,773.1371,1.3154,772.0474,774.5983,769.8694,776.4048,772.0905,4.5064,766.8941,774.9241,779.7886,760.896,783.285,1.0014,0.004,67.3042,33703500213,500764032,43.6523,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T17:20:40.214614
SGC_fp32,ogbn-arxiv,ogbn-arxiv,fp32,26437,0.026437,406.1611,0.8788,405.1466,406.6887,403.9779,408.3443,410.6076,4.1696,406.1402,414.3962,435.6679,400.2497,420.9656,0.9892,0.0097,87.9075,33679973406,383129892,82.0247,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T17:39:17.383371
SGC_int8,ogbn-arxiv,ogbn-arxiv,int8,26465,0.026465,916.2928,6.6551,911.5747,923.905,899.7606,932.825,908.4566,4.643,904.5063,913.5708,949.8344,896.9229,919.9904,1.0086,0.002,67.3042,33703500213,500764032,37.0997,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T17:49:03.168285
