model,dataset,input_source,precision,params,params_mil,b_mean_ms,b_std_ms,b_min_ms,b_max_ms,b_ci_lower_ms,b_ci_upper_ms,o_mean_ms,o_std_ms,o_min_ms,o_max_ms,o_p95_ms,o_ci_lower_ms,o_ci_upper_ms,speedup,speedup_std,ai,flops,bytes_io,throughput_gflops,iterations,warmup_iterations,repeats,device,b_fallback_to_cpu,o_fallback_to_cpu,b_providers,o_providers,timestamp
GIN_int8,ogbn-arxiv,ogbn-arxiv,int8,100979,0.100979,27.0546,0.1184,26.9217,27.1486,26.7605,27.3487,27.0446,0.105,26.9758,27.1654,28.5359,26.7838,27.3053,1.0004,0.0066,11.5254,8536078336,740629667,315.6302,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:12:13.532162
GIN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,100565,0.100565,58.3676,1.6787,57.2307,60.2958,54.1974,62.5379,59.9,4.1353,57.034,64.6407,68.6128,49.6273,70.1728,0.9744,0.031,13.1939,8517058560,645529712,142.1879,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:18:45.783003
GIN_int8,ogbn-arxiv,ogbn-arxiv,int8,100979,0.100979,57.004,0.4909,56.4832,57.4583,55.7845,58.2234,56.5027,0.8304,55.5451,57.0244,65.1354,54.4398,58.5655,1.0089,0.0066,11.5254,8536078336,740629667,151.0739,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:19:29.404432
GraphSAGE_fp32,ogbn-arxiv,ogbn-arxiv,fp32,213078,0.213078,57.9555,0.11,57.8406,58.0598,57.6823,58.2287,58.3558,0.2942,58.0246,58.587,68.7298,57.6249,59.0868,0.9931,0.0056,26.2408,16911269888,644464824,289.7957,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:29:33.550941
GraphSAGE_int8,ogbn-arxiv,ogbn-arxiv,int8,213382,0.213382,57.03,0.1939,56.8521,57.2368,56.5483,57.5118,57.1922,0.4864,56.8318,57.7455,65.4954,55.9838,58.4006,0.9972,0.0094,23.8487,16924307456,709653474,295.92,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:30:17.540644
GraphSAGE_fp32,ogbn-arxiv,ogbn-arxiv,fp32,213078,0.213078,34.9694,0.038,34.9474,35.0132,34.8751,35.0637,34.9962,0.0554,34.9336,35.0389,35.8403,34.8586,35.1338,0.9992,0.0022,26.2408,16911269888,644464824,483.2318,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:40:32.711132
GraphSAGE_int8,ogbn-arxiv,ogbn-arxiv,int8,213382,0.213382,26.835,0.1349,26.7048,26.9741,26.4999,27.17,26.8733,0.069,26.7939,26.9191,28.3302,26.7018,27.0448,0.9986,0.0028,23.8487,16924307456,709653474,629.7822,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:41:06.268630
GraphSAGE_fp32,ogbn-arxiv,ogbn-arxiv,fp32,213078,0.213078,58.4058,0.4819,57.9069,58.8687,57.2087,59.6029,59.397,1.9528,58.1213,61.6451,69.3298,54.5459,64.248,0.9833,0.0213,26.2408,16911269888,644464824,284.7161,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:48:20.708423
GraphSAGE_int8,ogbn-arxiv,ogbn-arxiv,int8,213382,0.213382,56.9659,0.0928,56.8603,57.0343,56.7354,57.1965,56.3428,0.8801,55.3791,57.1039,63.5394,54.1565,58.5291,1.0111,0.0116,23.8487,16924307456,709653474,300.3809,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:49:04.220033
GraphTransformer_fp32,ogbn-arxiv,ogbn-arxiv,fp32,184512,0.184512,10.6984,0.1779,10.5528,10.8967,10.2565,11.1403,10.6814,0.1744,10.5022,10.8505,13.8032,10.2483,11.1145,1.0016,0.0269,361.4366,33665462272,93143488,3151.7821,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T15:57:36.877458
GraphTransformer_fp32,ogbn-arxiv,ogbn-arxiv,fp32,184512,0.184512,3.8596,0.3058,3.6597,4.2117,3.0999,4.6193,3.7204,0.1714,3.5225,3.8229,4.7097,3.2946,4.1462,1.0374,0.0607,361.4366,33665462272,93143488,9048.8419,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:00:00.375622
GraphTransformer_fp32,ogbn-arxiv,ogbn-arxiv,fp32,184512,0.184512,10.6222,0.0497,10.5819,10.6777,10.4988,10.7457,10.6918,0.0953,10.6075,10.7952,12.9537,10.4551,10.9286,0.9935,0.0078,361.4366,33665462272,93143488,3148.7036,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:02:03.292374
MPNN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,200335,0.200335,20.646,0.644,19.9222,21.1557,19.0462,22.2457,17.5675,0.2937,17.2696,17.8568,25.648,16.8379,18.2971,1.1752,0.021,108.604,33696593920,310270320,1918.1184,100,5,3,GPU,True,True,CPUExecutionProvider,CPUExecutionProvider,2026-05-23T16:05:02.137913
MPNN_int8,ogbn-arxiv,ogbn-arxiv,int8,200485,0.200485,28.9189,0.2458,28.6351,29.0651,28.3082,29.5296,25.3495,2.7365,22.1918,27.0306,33.4893,18.5515,32.1474,1.1408,0.1122,90.8062,33708783168,371216955,1329.7628,100,5,3,GPU,True,True,CPUExecutionProvider,CPUExecutionProvider,2026-05-23T16:05:28.605510
MPNN_fp32,ogbn-arxiv,ogbn-arxiv,fp32,200335,0.200335,20.5197,0.7596,20.0432,21.3958,18.6327,22.4068,17.9434,0.8138,17.006,18.4689,24.2827,15.9218,19.965,1.1436,0.0789,108.604,33696593920,310270320,1877.9358,100,5,3,CPU,True,True,CPUExecutionProvider,CPUExecutionProvider,2026-05-23T16:10:59.306061
MPNN_int8,ogbn-arxiv,ogbn-arxiv,int8,200485,0.200485,26.9287,2.5727,24.0127,28.8782,20.5377,33.3196,24.8102,3.1167,21.2134,26.7128,32.7105,17.068,32.5524,1.0854,0.1675,90.8062,33708783168,371216955,1358.6653,100,5,3,CPU,True,True,CPUExecutionProvider,CPUExecutionProvider,2026-05-23T16:11:24.490916
SGC_fp32,ogbn-arxiv,ogbn-arxiv,fp32,14149,0.014149,102.1478,1.1285,100.8448,102.8096,99.3445,104.9511,100.0633,0.6569,99.5492,100.8034,111.7976,98.4315,101.6951,1.0208,0.0145,87.8242,8419998750,95873316,84.1467,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:19:46.073212
SGC_int8,ogbn-arxiv,ogbn-arxiv,int8,14177,0.014177,229.3844,1.488,227.7753,230.7109,225.6879,233.081,228.4654,1.268,227.0191,229.3858,243.0452,225.3155,231.6154,1.004,0.0026,67.2237,8425892277,125341056,36.8804,100,5,3,NPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:22:18.420658
SGC_fp32,ogbn-arxiv,ogbn-arxiv,fp32,14149,0.014149,116.4646,0.1485,116.2966,116.5783,116.0958,116.8335,116.6761,0.246,116.3921,116.8194,120.4691,116.065,117.2872,0.9982,0.0025,87.8242,8419998750,95873316,72.1656,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:51:22.210912
SGC_int8,ogbn-arxiv,ogbn-arxiv,int8,14177,0.014177,117.6384,0.4666,117.2129,118.1374,116.4792,118.7975,117.8728,0.3287,117.4943,118.0864,121.7636,117.0562,118.6893,0.998,0.0022,67.2237,8425892277,125341056,71.4829,100,5,3,GPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T16:52:59.320870
SGC_fp32,ogbn-arxiv,ogbn-arxiv,fp32,14149,0.014149,99.7116,0.6665,99.2411,100.4744,98.0559,101.3674,100.0843,4.1889,95.2855,103.0091,111.9398,89.6784,110.4902,0.9963,0.0312,87.8242,8419998750,95873316,84.1291,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T17:25:05.715287
SGC_int8,ogbn-arxiv,ogbn-arxiv,int8,14177,0.014177,226.0545,1.9832,224.5552,228.3032,221.1281,230.981,225.9112,1.4497,224.5335,227.4235,241.9867,222.31,229.5124,1.0006,0.0025,67.2237,8425892277,125341056,37.2974,100,5,3,CPU,False,False,OpenVINOExecutionProvider | CPUExecutionProvider,OpenVINOExecutionProvider | CPUExecutionProvider,2026-05-23T17:27:36.348382
